system:index,date,mean_snow_cover,.geo
2000_04_19,2000-04-19,0.6520257289616929,"{""type"":""MultiPoint"",""coordinates"":[]}"
2000_04_20,2000-04-20,0.35495071639061054,"{""type"":""MultiPoint"",""coordinates"":[]}"
2000_04_21,2000-04-21,0.5904176426572004,"{""type"":""MultiPoint"",""coordinates"":[]}"
2000_04_22,2000-04-22,0.5420529412224758,"{""type"":""MultiPoint"",""coordinates"":[]}"
2000_04_23,2000-04-23,0.44959487586322,"{""type"":""MultiPoint"",""coordinates"":[]}"
2000_04_24,2000-04-24,0.4518734293621441,"{""type"":""MultiPoint"",""coordinates"":[]}"
2000_04_25,2000-04-25,0.4894529844010126,"{""type"":""MultiPoint"",""coordinates"":[]}"
2000_04_29,2000-04-29,0.5446527744980859,"{""type"":""MultiPoint"",""coordinates"":[]}"
2000_04_30,2000-04-30,0.5486712160136564,"{""type"":""MultiPoint"",""coordinates"":[]}"
2000_05_01,2000-05-01,0.5113355714675059,"{""type"":""MultiPoint"",""coordinates"":[]}"
2000_05_02,2000-05-02,0.4707318793488769,"{""type"":""MultiPoint"",""coordinates"":[]}"
2000_05_03,2000-05-03,0.6103019058255578,"{""type"":""MultiPoint"",""coordinates"":[]}"
2000_05_04,2000-05-04,0.5434202332811471,"{""type"":""MultiPoint"",""coordinates"":[]}"
2000_05_05,2000-05-05,0.4363428460815221,"{""type"":""MultiPoint"",""coordinates"":[]}"
2000_05_06,2000-05-06,0.3825045959037338,"{""type"":""MultiPoint"",""coordinates"":[]}"
2000_05_07,2000-05-07,0.44167381432896063,"{""type"":""MultiPoint"",""coordinates"":[]}"
2000_05_08,2000-05-08,0.4271656704675956,"{""type"":""MultiPoint"",""coordinates"":[]}"
2000_05_09,2000-05-09,0.4820780994344174,"{""type"":""MultiPoint"",""coordinates"":[]}"
2000_05_10,2000-05-10,0.526640506956051,"{""type"":""MultiPoint"",""coordinates"":[]}"
2000_05_11,2000-05-11,0.5259300090106822,"{""type"":""MultiPoint"",""coordinates"":[]}"
2000_05_12,2000-05-12,0.6292505672280537,"{""type"":""MultiPoint"",""coordinates"":[]}"
2000_05_13,2000-05-13,0.3846591553096747,"{""type"":""MultiPoint"",""coordinates"":[]}"
2000_05_14,2000-05-14,0.6089624442663865,"{""type"":""MultiPoint"",""coordinates"":[]}"
2000_05_15,2000-05-15,0.4591313806506788,"{""type"":""MultiPoint"",""coordinates"":[]}"
2000_05_16,2000-05-16,0.345,"{""type"":""MultiPoint"",""coordinates"":[]}"
2000_05_17,2000-05-17,0.532568625950747,"{""type"":""MultiPoint"",""coordinates"":[]}"
2000_05_18,2000-05-18,0.5378098135113087,"{""type"":""MultiPoint"",""coordinates"":[]}"
2000_05_19,2000-05-19,0.5066986652944396,"{""type"":""MultiPoint"",""coordinates"":[]}"
2000_05_20,2000-05-20,0.16181818181818183,"{""type"":""MultiPoint"",""coordinates"":[]}"
2000_05_21,2000-05-21,0.2864955861219462,"{""type"":""MultiPoint"",""coordinates"":[]}"
2000_05_22,2000-05-22,0.3414862658608542,"{""type"":""MultiPoint"",""coordinates"":[]}"
2000_05_23,2000-05-23,0.5284387293383518,"{""type"":""MultiPoint"",""coordinates"":[]}"
2000_05_24,2000-05-24,0.41688526682514504,"{""type"":""MultiPoint"",""coordinates"":[]}"
2000_05_25,2000-05-25,0.4854980161557832,"{""type"":""MultiPoint"",""coordinates"":[]}"
2000_05_26,2000-05-26,0.3528182971202828,"{""type"":""MultiPoint"",""coordinates"":[]}"
2000_05_27,2000-05-27,0.5101212409501727,"{""type"":""MultiPoint"",""coordinates"":[]}"
2000_05_28,2000-05-28,0.49565078359227177,"{""type"":""MultiPoint"",""coordinates"":[]}"
2000_05_30,2000-05-30,0.41449630069322274,"{""type"":""MultiPoint"",""coordinates"":[]}"
2000_05_31,2000-05-31,0.18880314154003755,"{""type"":""MultiPoint"",""coordinates"":[]}"
2000_06_01,2000-06-01,0.44024892673533217,"{""type"":""MultiPoint"",""coordinates"":[]}"
2000_06_02,2000-06-02,0.4726991459211857,"{""type"":""MultiPoint"",""coordinates"":[]}"
2000_06_03,2000-06-03,0.3732654055522762,"{""type"":""MultiPoint"",""coordinates"":[]}"
2000_06_04,2000-06-04,0.35712556164189246,"{""type"":""MultiPoint"",""coordinates"":[]}"
2000_06_05,2000-06-05,0.29962859073580594,"{""type"":""MultiPoint"",""coordinates"":[]}"
2000_06_06,2000-06-06,0.4756613650090598,"{""type"":""MultiPoint"",""coordinates"":[]}"
2000_06_07,2000-06-07,0.5413895899994037,"{""type"":""MultiPoint"",""coordinates"":[]}"
2000_06_08,2000-06-08,0.6489853159955432,"{""type"":""MultiPoint"",""coordinates"":[]}"
2000_06_09,2000-06-09,0.4016399545850605,"{""type"":""MultiPoint"",""coordinates"":[]}"
2000_06_10,2000-06-10,0.41143108504398834,"{""type"":""MultiPoint"",""coordinates"":[]}"
2000_06_11,2000-06-11,0.48583869752319436,"{""type"":""MultiPoint"",""coordinates"":[]}"
2000_06_12,2000-06-12,0.5065423008943479,"{""type"":""MultiPoint"",""coordinates"":[]}"
2000_06_13,2000-06-13,0.6700290524426533,"{""type"":""MultiPoint"",""coordinates"":[]}"
2000_06_14,2000-06-14,0.52812857171654,"{""type"":""MultiPoint"",""coordinates"":[]}"
2000_06_16,2000-06-16,0.3564094914283548,"{""type"":""MultiPoint"",""coordinates"":[]}"
2000_06_17,2000-06-17,0.3694412292185822,"{""type"":""MultiPoint"",""coordinates"":[]}"
2000_06_18,2000-06-18,0.3487557475403837,"{""type"":""MultiPoint"",""coordinates"":[]}"
2000_06_19,2000-06-19,0.32403223813827786,"{""type"":""MultiPoint"",""coordinates"":[]}"
2000_06_20,2000-06-20,0.36366520480338155,"{""type"":""MultiPoint"",""coordinates"":[]}"
2000_06_21,2000-06-21,0.3105703581627521,"{""type"":""MultiPoint"",""coordinates"":[]}"
2000_06_22,2000-06-22,0.2971870320705376,"{""type"":""MultiPoint"",""coordinates"":[]}"
2000_06_23,2000-06-23,0.3219421048249948,"{""type"":""MultiPoint"",""coordinates"":[]}"
2000_06_24,2000-06-24,0.45159621022552093,"{""type"":""MultiPoint"",""coordinates"":[]}"
2000_06_25,2000-06-25,0.38913556423956286,"{""type"":""MultiPoint"",""coordinates"":[]}"
2000_06_26,2000-06-26,0.407374889508932,"{""type"":""MultiPoint"",""coordinates"":[]}"
2000_06_27,2000-06-27,0.34812050896681496,"{""type"":""MultiPoint"",""coordinates"":[]}"
2000_06_28,2000-06-28,0.31064509497764164,"{""type"":""MultiPoint"",""coordinates"":[]}"
2000_06_29,2000-06-29,0.3521687927034746,"{""type"":""MultiPoint"",""coordinates"":[]}"
2000_06_30,2000-06-30,0.31131067024554665,"{""type"":""MultiPoint"",""coordinates"":[]}"
2000_07_01,2000-07-01,0.389532535921814,"{""type"":""MultiPoint"",""coordinates"":[]}"
2000_07_02,2000-07-02,0.3669102210300985,"{""type"":""MultiPoint"",""coordinates"":[]}"
2000_07_03,2000-07-03,0.36904660003825585,"{""type"":""MultiPoint"",""coordinates"":[]}"
2000_07_04,2000-07-04,0.38672851759360055,"{""type"":""MultiPoint"",""coordinates"":[]}"
2000_07_05,2000-07-05,0.450275665674703,"{""type"":""MultiPoint"",""coordinates"":[]}"
2000_07_08,2000-07-08,0.29629999575857807,"{""type"":""MultiPoint"",""coordinates"":[]}"
2000_07_09,2000-07-09,0.24318448682725521,"{""type"":""MultiPoint"",""coordinates"":[]}"
2000_07_11,2000-07-11,0.2648978853940387,"{""type"":""MultiPoint"",""coordinates"":[]}"
2000_07_12,2000-07-12,0.4064184603145543,"{""type"":""MultiPoint"",""coordinates"":[]}"
2000_07_13,2000-07-13,0.33925286871351706,"{""type"":""MultiPoint"",""coordinates"":[]}"
2000_07_14,2000-07-14,0.33582727842090593,"{""type"":""MultiPoint"",""coordinates"":[]}"
2000_07_15,2000-07-15,0.32768347144345755,"{""type"":""MultiPoint"",""coordinates"":[]}"
2000_07_16,2000-07-16,0.3806518633351575,"{""type"":""MultiPoint"",""coordinates"":[]}"
2000_07_17,2000-07-17,0.5214733760592564,"{""type"":""MultiPoint"",""coordinates"":[]}"
2000_07_19,2000-07-19,0.3068660704345568,"{""type"":""MultiPoint"",""coordinates"":[]}"
2000_07_20,2000-07-20,0.24297101449275363,"{""type"":""MultiPoint"",""coordinates"":[]}"
2000_07_21,2000-07-21,0.2375,"{""type"":""MultiPoint"",""coordinates"":[]}"
2000_07_22,2000-07-22,0.3764533476903719,"{""type"":""MultiPoint"",""coordinates"":[]}"
2000_07_23,2000-07-23,0.3887008662388918,"{""type"":""MultiPoint"",""coordinates"":[]}"
2000_07_24,2000-07-24,0.30566574185005363,"{""type"":""MultiPoint"",""coordinates"":[]}"
2000_07_26,2000-07-26,0.392185389182663,"{""type"":""MultiPoint"",""coordinates"":[]}"
2000_07_27,2000-07-27,0.40635732592909,"{""type"":""MultiPoint"",""coordinates"":[]}"
2000_07_28,2000-07-28,0.3760350910116911,"{""type"":""MultiPoint"",""coordinates"":[]}"
2000_07_29,2000-07-29,0.2622959578166513,"{""type"":""MultiPoint"",""coordinates"":[]}"
2000_07_30,2000-07-30,0.27184857864299095,"{""type"":""MultiPoint"",""coordinates"":[]}"
2000_08_01,2000-08-01,0.45544754571703555,"{""type"":""MultiPoint"",""coordinates"":[]}"
2000_08_02,2000-08-02,0.26416168327796236,"{""type"":""MultiPoint"",""coordinates"":[]}"
2000_08_03,2000-08-03,0.336804991984771,"{""type"":""MultiPoint"",""coordinates"":[]}"
2000_08_04,2000-08-04,0.557101740866226,"{""type"":""MultiPoint"",""coordinates"":[]}"
2000_08_05,2000-08-05,0.5031531032564656,"{""type"":""MultiPoint"",""coordinates"":[]}"
2000_08_19,2000-08-19,0.3404326370412762,"{""type"":""MultiPoint"",""coordinates"":[]}"
2000_08_20,2000-08-20,0.40717610066778254,"{""type"":""MultiPoint"",""coordinates"":[]}"
2000_08_21,2000-08-21,0.4203004525563295,"{""type"":""MultiPoint"",""coordinates"":[]}"
2000_08_22,2000-08-22,0.3409414372831925,"{""type"":""MultiPoint"",""coordinates"":[]}"
2000_08_23,2000-08-23,0.3695969360384237,"{""type"":""MultiPoint"",""coordinates"":[]}"
2000_08_24,2000-08-24,0.3138923349965812,"{""type"":""MultiPoint"",""coordinates"":[]}"
2000_08_25,2000-08-25,0.26846395792122346,"{""type"":""MultiPoint"",""coordinates"":[]}"
2000_08_26,2000-08-26,0.42001911643117873,"{""type"":""MultiPoint"",""coordinates"":[]}"
2000_08_27,2000-08-27,0.38909429779854837,"{""type"":""MultiPoint"",""coordinates"":[]}"
2000_08_28,2000-08-28,0.4673756616001443,"{""type"":""MultiPoint"",""coordinates"":[]}"
2000_08_29,2000-08-29,0.37352938913679035,"{""type"":""MultiPoint"",""coordinates"":[]}"
2000_08_30,2000-08-30,0.5095332294333741,"{""type"":""MultiPoint"",""coordinates"":[]}"
2000_08_31,2000-08-31,0.3274285748782275,"{""type"":""MultiPoint"",""coordinates"":[]}"
2000_09_01,2000-09-01,0.3566291737984624,"{""type"":""MultiPoint"",""coordinates"":[]}"
2000_09_03,2000-09-03,0.3810546808255386,"{""type"":""MultiPoint"",""coordinates"":[]}"
2000_09_04,2000-09-04,0.38120143063776285,"{""type"":""MultiPoint"",""coordinates"":[]}"
2000_09_05,2000-09-05,0.4400708157487509,"{""type"":""MultiPoint"",""coordinates"":[]}"
2000_09_06,2000-09-06,0.339530575850834,"{""type"":""MultiPoint"",""coordinates"":[]}"
2000_09_07,2000-09-07,0.29552235271208704,"{""type"":""MultiPoint"",""coordinates"":[]}"
2000_09_08,2000-09-08,0.48301008266963774,"{""type"":""MultiPoint"",""coordinates"":[]}"
2000_09_09,2000-09-09,0.34456286021295296,"{""type"":""MultiPoint"",""coordinates"":[]}"
2000_09_10,2000-09-10,0.6296101949025488,"{""type"":""MultiPoint"",""coordinates"":[]}"
2000_09_11,2000-09-11,0.3454439110001488,"{""type"":""MultiPoint"",""coordinates"":[]}"
2000_09_12,2000-09-12,0.6196350023863654,"{""type"":""MultiPoint"",""coordinates"":[]}"
2000_09_13,2000-09-13,0.541052505526456,"{""type"":""MultiPoint"",""coordinates"":[]}"
2000_09_14,2000-09-14,0.5897327050839098,"{""type"":""MultiPoint"",""coordinates"":[]}"
2000_09_15,2000-09-15,0.3665946451863434,"{""type"":""MultiPoint"",""coordinates"":[]}"
2000_09_17,2000-09-17,0.484618564888349,"{""type"":""MultiPoint"",""coordinates"":[]}"
2000_09_19,2000-09-19,0.45020008619421,"{""type"":""MultiPoint"",""coordinates"":[]}"
2000_09_20,2000-09-20,0.3643769880031057,"{""type"":""MultiPoint"",""coordinates"":[]}"
2000_09_21,2000-09-21,0.4088139457406968,"{""type"":""MultiPoint"",""coordinates"":[]}"
2000_09_22,2000-09-22,0.4563594786471124,"{""type"":""MultiPoint"",""coordinates"":[]}"
2000_09_23,2000-09-23,0.406733252154782,"{""type"":""MultiPoint"",""coordinates"":[]}"
2000_09_24,2000-09-24,0.4283838188328655,"{""type"":""MultiPoint"",""coordinates"":[]}"
2000_09_25,2000-09-25,0.4104855220334377,"{""type"":""MultiPoint"",""coordinates"":[]}"
2000_09_26,2000-09-26,0.5853580058195705,"{""type"":""MultiPoint"",""coordinates"":[]}"
2000_09_27,2000-09-27,0.45377323757720367,"{""type"":""MultiPoint"",""coordinates"":[]}"
2000_09_28,2000-09-28,0.4823264012675772,"{""type"":""MultiPoint"",""coordinates"":[]}"
2000_09_29,2000-09-29,0.36800456538715665,"{""type"":""MultiPoint"",""coordinates"":[]}"
2000_09_30,2000-09-30,0.4113231745464296,"{""type"":""MultiPoint"",""coordinates"":[]}"
2000_10_01,2000-10-01,0.5640523867844058,"{""type"":""MultiPoint"",""coordinates"":[]}"
2000_10_02,2000-10-02,0.45600549103087656,"{""type"":""MultiPoint"",""coordinates"":[]}"
2000_10_03,2000-10-03,0.595161776950885,"{""type"":""MultiPoint"",""coordinates"":[]}"
2000_10_04,2000-10-04,0.5641700726369225,"{""type"":""MultiPoint"",""coordinates"":[]}"
2000_10_05,2000-10-05,0.6625119786511771,"{""type"":""MultiPoint"",""coordinates"":[]}"
2000_10_06,2000-10-06,0.5387757524037883,"{""type"":""MultiPoint"",""coordinates"":[]}"
2000_10_07,2000-10-07,0.5887725844252693,"{""type"":""MultiPoint"",""coordinates"":[]}"
2000_10_08,2000-10-08,0.4954722442554344,"{""type"":""MultiPoint"",""coordinates"":[]}"
2000_10_09,2000-10-09,0.48855853968797625,"{""type"":""MultiPoint"",""coordinates"":[]}"
2000_10_10,2000-10-10,0.509250360148479,"{""type"":""MultiPoint"",""coordinates"":[]}"
2000_10_11,2000-10-11,0.45276562157881545,"{""type"":""MultiPoint"",""coordinates"":[]}"
2000_10_12,2000-10-12,0.4795086769703633,"{""type"":""MultiPoint"",""coordinates"":[]}"
2000_10_13,2000-10-13,0.501912159875437,"{""type"":""MultiPoint"",""coordinates"":[]}"
2000_10_14,2000-10-14,0.5619279799800171,"{""type"":""MultiPoint"",""coordinates"":[]}"
2000_10_15,2000-10-15,0.5197619555623236,"{""type"":""MultiPoint"",""coordinates"":[]}"
2000_10_16,2000-10-16,0.5637178349280576,"{""type"":""MultiPoint"",""coordinates"":[]}"
2000_10_17,2000-10-17,0.6460172510741219,"{""type"":""MultiPoint"",""coordinates"":[]}"
2000_10_18,2000-10-18,0.5616562951606331,"{""type"":""MultiPoint"",""coordinates"":[]}"
2000_10_19,2000-10-19,0.6662055417074544,"{""type"":""MultiPoint"",""coordinates"":[]}"
2000_10_20,2000-10-20,0.5407708154153964,"{""type"":""MultiPoint"",""coordinates"":[]}"
2000_10_21,2000-10-21,0.6467729372556934,"{""type"":""MultiPoint"",""coordinates"":[]}"
2000_10_22,2000-10-22,0.5853790759917611,"{""type"":""MultiPoint"",""coordinates"":[]}"
2000_10_23,2000-10-23,0.5698499148525824,"{""type"":""MultiPoint"",""coordinates"":[]}"
2000_10_24,2000-10-24,0.5655255739965888,"{""type"":""MultiPoint"",""coordinates"":[]}"
2000_10_25,2000-10-25,0.5384198918311442,"{""type"":""MultiPoint"",""coordinates"":[]}"
2000_10_26,2000-10-26,0.6258466051846373,"{""type"":""MultiPoint"",""coordinates"":[]}"
2000_10_28,2000-10-28,0.6138539242427066,"{""type"":""MultiPoint"",""coordinates"":[]}"
2000_10_29,2000-10-29,0.5762092579562402,"{""type"":""MultiPoint"",""coordinates"":[]}"
2000_10_30,2000-10-30,0.6196196294162372,"{""type"":""MultiPoint"",""coordinates"":[]}"
2000_10_31,2000-10-31,0.6237122464565698,"{""type"":""MultiPoint"",""coordinates"":[]}"
2000_11_01,2000-11-01,0.5868520412536739,"{""type"":""MultiPoint"",""coordinates"":[]}"
2000_11_02,2000-11-02,0.6404300386507525,"{""type"":""MultiPoint"",""coordinates"":[]}"
2000_11_03,2000-11-03,0.5485686730370718,"{""type"":""MultiPoint"",""coordinates"":[]}"
2000_11_04,2000-11-04,0.6571383944237641,"{""type"":""MultiPoint"",""coordinates"":[]}"
2000_11_05,2000-11-05,0.5442217480309491,"{""type"":""MultiPoint"",""coordinates"":[]}"
2000_11_06,2000-11-06,0.6405245857915832,"{""type"":""MultiPoint"",""coordinates"":[]}"
2000_11_07,2000-11-07,0.5654828414148515,"{""type"":""MultiPoint"",""coordinates"":[]}"
2000_11_08,2000-11-08,0.592655871106858,"{""type"":""MultiPoint"",""coordinates"":[]}"
2000_11_09,2000-11-09,0.5757701515548177,"{""type"":""MultiPoint"",""coordinates"":[]}"
2000_11_10,2000-11-10,0.5529079826212642,"{""type"":""MultiPoint"",""coordinates"":[]}"
2000_11_11,2000-11-11,0.6565127312355332,"{""type"":""MultiPoint"",""coordinates"":[]}"
2000_11_12,2000-11-12,0.5136446437452495,"{""type"":""MultiPoint"",""coordinates"":[]}"
2000_11_13,2000-11-13,0.5566455150970213,"{""type"":""MultiPoint"",""coordinates"":[]}"
2000_11_14,2000-11-14,0.4985788908998302,"{""type"":""MultiPoint"",""coordinates"":[]}"
2000_11_15,2000-11-15,0.5861839328557898,"{""type"":""MultiPoint"",""coordinates"":[]}"
2000_11_16,2000-11-16,0.593302064935348,"{""type"":""MultiPoint"",""coordinates"":[]}"
2000_11_17,2000-11-17,0.5659076561831363,"{""type"":""MultiPoint"",""coordinates"":[]}"
2000_11_18,2000-11-18,0.3559202314762283,"{""type"":""MultiPoint"",""coordinates"":[]}"
2000_11_19,2000-11-19,0.3926186046511627,"{""type"":""MultiPoint"",""coordinates"":[]}"
2000_11_20,2000-11-20,0.5667906577495588,"{""type"":""MultiPoint"",""coordinates"":[]}"
2000_11_21,2000-11-21,0.44163255920094086,"{""type"":""MultiPoint"",""coordinates"":[]}"
2000_11_22,2000-11-22,0.5597201526270174,"{""type"":""MultiPoint"",""coordinates"":[]}"
2000_11_23,2000-11-23,0.4055904943913008,"{""type"":""MultiPoint"",""coordinates"":[]}"
2000_11_24,2000-11-24,0.5265989224223397,"{""type"":""MultiPoint"",""coordinates"":[]}"
2000_11_25,2000-11-25,0.5696253982629409,"{""type"":""MultiPoint"",""coordinates"":[]}"
2000_11_26,2000-11-26,0.5131097748169068,"{""type"":""MultiPoint"",""coordinates"":[]}"
2000_11_27,2000-11-27,0.4941454576467504,"{""type"":""MultiPoint"",""coordinates"":[]}"
2000_11_29,2000-11-29,0.5996163041174923,"{""type"":""MultiPoint"",""coordinates"":[]}"
2000_11_30,2000-11-30,0.4712666774277099,"{""type"":""MultiPoint"",""coordinates"":[]}"
2000_12_01,2000-12-01,0.5263612846444752,"{""type"":""MultiPoint"",""coordinates"":[]}"
2000_12_02,2000-12-02,0.4970096577895083,"{""type"":""MultiPoint"",""coordinates"":[]}"
2000_12_03,2000-12-03,0.502978859553491,"{""type"":""MultiPoint"",""coordinates"":[]}"
2000_12_04,2000-12-04,0.558016546737781,"{""type"":""MultiPoint"",""coordinates"":[]}"
2000_12_05,2000-12-05,0.46918145909356795,"{""type"":""MultiPoint"",""coordinates"":[]}"
2000_12_06,2000-12-06,0.5697326726269437,"{""type"":""MultiPoint"",""coordinates"":[]}"
2000_12_07,2000-12-07,0.5124125155114343,"{""type"":""MultiPoint"",""coordinates"":[]}"
2000_12_08,2000-12-08,0.5524081656937729,"{""type"":""MultiPoint"",""coordinates"":[]}"
2000_12_09,2000-12-09,0.4743521828080394,"{""type"":""MultiPoint"",""coordinates"":[]}"
2000_12_10,2000-12-10,0.5406503660255845,"{""type"":""MultiPoint"",""coordinates"":[]}"
2000_12_11,2000-12-11,0.5097419135559391,"{""type"":""MultiPoint"",""coordinates"":[]}"
2000_12_12,2000-12-12,0.476687228899448,"{""type"":""MultiPoint"",""coordinates"":[]}"
2000_12_13,2000-12-13,0.584044297592679,"{""type"":""MultiPoint"",""coordinates"":[]}"
2000_12_14,2000-12-14,0.4527660972724572,"{""type"":""MultiPoint"",""coordinates"":[]}"
2000_12_15,2000-12-15,0.5895530454413107,"{""type"":""MultiPoint"",""coordinates"":[]}"
2000_12_16,2000-12-16,0.3265319964939404,"{""type"":""MultiPoint"",""coordinates"":[]}"
2000_12_17,2000-12-17,0.5824132091337528,"{""type"":""MultiPoint"",""coordinates"":[]}"
2000_12_18,2000-12-18,0.5423089421371894,"{""type"":""MultiPoint"",""coordinates"":[]}"
2000_12_19,2000-12-19,0.5268468713128422,"{""type"":""MultiPoint"",""coordinates"":[]}"
2000_12_20,2000-12-20,0.5935144330219039,"{""type"":""MultiPoint"",""coordinates"":[]}"
2000_12_21,2000-12-21,0.463092999522451,"{""type"":""MultiPoint"",""coordinates"":[]}"
2000_12_22,2000-12-22,0.6104055641372207,"{""type"":""MultiPoint"",""coordinates"":[]}"
2000_12_23,2000-12-23,0.47427064684177284,"{""type"":""MultiPoint"",""coordinates"":[]}"
2000_12_24,2000-12-24,0.5778251039083824,"{""type"":""MultiPoint"",""coordinates"":[]}"
2000_12_25,2000-12-25,0.53071213690007,"{""type"":""MultiPoint"",""coordinates"":[]}"
2000_12_26,2000-12-26,0.5355122203614521,"{""type"":""MultiPoint"",""coordinates"":[]}"
2000_12_27,2000-12-27,0.5673282473512186,"{""type"":""MultiPoint"",""coordinates"":[]}"
2000_12_28,2000-12-28,0.47363096904961943,"{""type"":""MultiPoint"",""coordinates"":[]}"
2000_12_29,2000-12-29,0.5875959616693491,"{""type"":""MultiPoint"",""coordinates"":[]}"
2000_12_30,2000-12-30,0.38500347863029666,"{""type"":""MultiPoint"",""coordinates"":[]}"
2000_12_31,2000-12-31,0.5477388990320025,"{""type"":""MultiPoint"",""coordinates"":[]}"
2001_01_01,2001-01-01,0.5620798716968303,"{""type"":""MultiPoint"",""coordinates"":[]}"
2001_01_02,2001-01-02,0.6704810583767198,"{""type"":""MultiPoint"",""coordinates"":[]}"
2001_01_03,2001-01-03,0.5729551681721778,"{""type"":""MultiPoint"",""coordinates"":[]}"
